net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
-0.82%,#N/A,#N/A,588.800,-0.16,,
-1.66%,4791.19,#N/A,592.740,0.67,,
-1.69%,4786.35,-0.10,593.690,0.16,,
0.82%,4793.06,0.14,596.200,0.42,,
-0.85%,4778.73,-0.30,593.520,-0.45,,
-0.86%,4766.18,-0.26,593.360,-0.03,,
0.76%,4796.56,0.64,592.320,-0.18,,
-1.72%,4793.54,-0.06,590.950,-0.23,,
2.24%,4700.58,-1.94,589.780,-0.20,,
-1.20%,4696.05,-0.10,592.460,0.45,,
1.24%,4677.03,-0.41,593.530,0.18,,
-1.71%,4670.29,-0.14,593.690,0.03,,
0.83%,4713.07,0.92,593.630,-0.01,,
0.73%,4726.35,0.28,593.910,0.05,,
2.61%,4659.03,-1.42,595.170,0.21,,
0.94%,4662.85,0.08,599.040,0.65,,
-1.65%,#N/A,#N/A,596.950,-0.35,,
1.78%,4577.11,#N/A,598.670,0.29,,
-0.83%,4532.76,-0.97,593.220,-0.91,,
0.62%,4482.73,-1.10,592.870,-0.06,,
-1.65%,4397.94,-1.89,593.100,0.04,,
1.24%,4410.13,0.28,592.380,-0.12,,
1.23%,4356.45,-1.22,590.920,-0.25,,
1.25%,4349.93,-0.15,588.290,-0.45,,
1.46%,4326.51,-0.54,585.710,-0.44,,
2.88%,4431.85,2.43,586.930,0.21,,
-1.55%,4515.55,1.89,585.160,-0.30,,
0.36%,4546.54,0.69,585.660,0.09,,
-0.79%,4589.38,0.94,590.040,0.75,,
2.34%,4477.44,-2.44,589.000,-0.18,,
-0.77%,4500.53,0.52,590.410,0.24,,
-0.78%,4483.87,-0.37,592.090,0.28,,
-1.57%,4521.54,0.84,593.910,0.31,,
-1.60%,4587.18,1.45,596.210,0.39,,
0.59%,4504.08,-1.81,595.720,-0.08,,
-0.81%,4418.64,-1.90,597.470,0.29,,
1.90%,4401.67,-0.38,598.450,0.16,,
0.41%,4471.07,1.58,597.000,-0.24,,
-0.79%,4475.01,0.09,598.520,0.25,,
0.80%,4380.26,-2.12,597.040,-0.25,,
0.45%,4348.87,-0.72,597.520,0.08,,
-1.58%,#N/A,#N/A,599.760,0.37,,
1.91%,4304.76,#N/A,599.300,-0.08,,
-0.79%,4225.50,-1.84,599.110,-0.03,,
-1.59%,4288.70,1.50,600.110,0.17,,
-1.62%,4384.65,2.24,599.070,-0.17,,
3.12%,4373.94,-0.24,600.160,0.18,,
-1.59%,4306.26,-1.55,603.700,0.59,,
1.92%,4386.54,1.86,603.820,0.02,,
-0.79%,4363.49,-0.53,606.600,0.46,,
-1.60%,4328.87,-0.79,#N/A,#N/A,,
2.40%,4201.09,-2.95,605.160,#N/A,,
3.52%,4170.70,-0.72,609.380,0.70,,
-0.77%,4277.88,2.57,608.220,-0.19,,
-0.77%,4259.52,-0.43,606.650,-0.26,,
3.30%,4204.31,-1.30,606.700,0.01,,
1.51%,4173.11,-0.74,605.130,-0.26,,
-0.74%,4262.45,2.14,602.180,-0.49,,
0.75%,4357.86,2.24,603.120,0.16,,
-0.75%,4411.67,1.23,603.700,0.10,,
-0.75%,4463.12,1.17,604.370,0.11,,
-0.76%,4461.18,-0.04,604.480,0.02,,
0.80%,4511.61,1.13,601.410,-0.51,,
1.37%,4456.24,-1.23,603.990,0.43,,
0.89%,4520.16,1.43,604.750,0.13,,
0.74%,4543.06,0.51,602.390,-0.39,,
-0.74%,4575.52,0.71,602.770,0.06,,
-1.04%,4631.60,1.23,601.690,-0.18,,
0.61%,4602.45,-0.63,600.590,-0.18,,
0.71%,4530.41,-1.57,600.820,0.04,,
-0.74%,4545.86,0.34,601.750,0.15,,
0.92%,,,605.160,0.57,,
-0.74%,,,604.930,-0.04,,
1.37%,,,606.110,0.20,,
0.62%,,,611.350,0.86,,
-0.73%,,,610.370,-0.16,,
-0.74%,,,610.290,-0.01,,
1.07%,,,610.160,-0.02,,
-0.73%,,,608.120,-0.33,,
1.16%,,,608.940,0.13,,
-1.46%,,,609.800,0.14,,
-1.48%,,,610.540,0.12,,
-1.51%,,,610.700,0.03,,
-1.07%,,,612.390,0.28,,
0.99%,,,613.980,0.26,,
0.38%,,,613.180,-0.13,,
1.35%,,,616.760,0.58,,
1.26%,,,615.490,-0.21,,
-1.49%,,,617.280,0.29,,
-1.51%,,,615.820,-0.24,,
-1.53%,,,614.920,-0.15,,
-1.55%,,,614.700,-0.04,,
-0.79%,,,614.130,-0.09,,
1.33%,,,614.800,0.11,,
0.48%,,,620.080,0.86,,
-0.78%,,,619.150,-0.15,,
-0.79%,,,619.400,0.04,,
-0.79%,,,619.120,-0.05,,
0.67%,,,621.840,0.44,,
-0.79%,,,622.940,0.18,,
2.44%,,,622.930,0.00,,
3.31%,,,623.570,0.10,,
3.72%,,,625.000,0.23,,
0.41%,,,621.900,-0.50,,
1.61%,,,621.080,-0.13,,
-1.43%,,,618.940,-0.34,,
-0.73%,,,617.520,-0.23,,
-1.46%,,,615.910,-0.26,,
2.63%,,,615.960,0.01,,
0.72%,,,617.030,0.17,,
-1.44%,,,615.240,-0.29,,
-0.73%,,,614.210,-0.17,,
-0.73%,,,615.830,0.26,,
-0.74%,,,616.580,0.12,,
-0.74%,,,618.990,0.39,,
1.50%,,,617.810,-0.19,,
1.97%,,,619.350,0.25,,
-0.72%,,,620.680,0.21,,
-0.73%,,,623.190,0.40,,
-0.74%,,,623.030,-0.03,,
3.95%,,,623.490,0.07,,
-1.43%,,,625.620,0.34,,
0.98%,,,623.780,-0.29,,
4.23%,,,619.060,-0.76,,
-0.96%,,,620.730,0.27,,
-0.69%,,,619.050,-0.27,,
-0.70%,,,620.890,0.30,,
1.40%,,,620.110,-0.13,,
-0.69%,,,622.900,0.45,,
-0.70%,,,622.510,-0.06,,
-0.98%,,,624.320,0.29,,
1.35%,,,621.490,-0.45,,
-0.70%,,,621.920,0.07,,
1.73%,,,619.750,-0.35,,
-1.39%,,,621.710,0.32,,
-1.41%,,,622.260,0.09,,
3.50%,,,621.970,-0.05,,
0.47%,,,621.250,-0.12,,
-0.69%,,,618.690,-0.41,,
1.64%,,,621.400,0.44,,
0.94%,,,622.890,0.24,,
1.14%,,,623.050,0.03,,
1.00%,,,623.700,0.10,,
-1.32%,,,622.280,-0.23,,
1.00%,,,624.730,0.39,,
-1.32%,,,624.100,-0.10,,
-0.67%,,,625.550,0.23,,
-1.35%,,,626.100,0.09,,
0.58%,,,626.490,0.06,,
-0.68%,,,626.220,-0.04,,
-0.68%,,,627.970,0.28,,
-0.69%,,,625.790,-0.35,,
-1.39%,,,625.950,0.03,,
-0.70%,,,630.820,0.78,,
-0.71%,,,627.710,-0.49,,
0.88%,,,629.940,0.36,,
-1.42%,,,629.570,-0.06,,
0.40%,,,625.990,-0.57,,
-1.43%,,,624.320,-0.27,,
-0.73%,,,623.590,-0.12,,
1.15%,,,624.370,0.13,,
0.82%,,,625.180,0.13,,
-0.72%,,,624.150,-0.16,,
-0.72%,,,624.100,-0.01,,
-0.73%,,,623.940,-0.03,,
1.39%,,,624.870,0.15,,
-0.72%,,,625.690,0.13,,
2.08%,,,628.210,0.40,,
-0.71%,,,628.150,-0.01,,
-0.72%,,,624.240,-0.62,,
-1.01%,,,625.360,0.18,,
0.97%,,,626.210,0.14,,
-0.72%,,,626.260,0.01,,
-0.73%,,,626.460,0.03,,
-1.47%,,,627.790,0.21,,
-0.75%,,,627.260,-0.08,,
3.18%,,,625.930,-0.21,,
-1.02%,,,625.190,-0.12,,
-0.74%,,,625.350,0.03,,
0.95%,,,626.930,0.25,,
-0.73%,,,626.890,-0.01,,
1.09%,,,627.980,0.17,,
0.59%,,,630.240,0.36,,
1.45%,,,629.590,-0.10,,
0.49%,,,630.390,0.13,,
1.83%,,,628.420,-0.31,,
0.97%,,,629.850,0.23,,
-0.69%,,,626.640,-0.51,,
-0.70%,,,627.860,0.19,,
-0.70%,,,626.650,-0.19,,
0.65%,,,624.450,-0.35,,
-1.41%,,,624.130,-0.05,,
-0.71%,,,625.920,0.29,,
0.56%,,,629.250,0.53,,
0.47%,,,627.710,-0.24,,
1.19%,,,627.800,0.01,,
1.53%,,,629.190,0.22,,
-0.69%,,,629.280,0.01,,
0.61%,,,630.290,0.16,,
1.85%,,,630.150,-0.02,,
-0.68%,,,628.220,-0.31,,
0.34%,,,626.560,-0.26,,
-1.37%,,,622.030,-0.72,,
0.61%,,,622.670,0.10,,
2.17%,,,624.000,0.21,,
-0.67%,,,626.540,0.41,,
0.55%,,,625.730,-0.13,,
0.90%,,,626.690,0.15,,
-0.67%,,,627.040,0.06,,
0.96%,,,630.000,0.47,,
0.33%,,,632.280,0.36,,
-0.66%,,,632.330,0.01,,
0.45%,,,631.550,-0.12,,
-0.67%,,,631.740,0.03,,
0.51%,,,631.510,-0.04,,
1.71%,,,629.270,-0.35,,
2.49%,,,628.750,-0.08,,
-0.64%,,,632.650,0.62,,
-0.64%,,,632.390,-0.04,,
-0.65%,,,634.620,0.35,,
1.99%,,,635.110,0.08,,
1.58%,,,631.450,-0.58,,
1.37%,,,631.430,0.00,,
-0.62%,,,632.310,0.14,,
2.03%,,,631.930,-0.06,,
-0.61%,,,635.350,0.54,,
0.43%,,,636.830,0.23,,
1.34%,,,637.620,0.12,,
1.55%,,,634.690,-0.46,,
1.53%,,,630.460,-0.67,,
0.59%,,,627.710,-0.44,,
1.26%,,,630.600,0.46,,
0.55%,,,630.420,-0.03,,
1.64%,,,#N/A,#N/A,,
1.50%,,,632.230,#N/A,,
-1.11%,,,636.330,0.65,,
-0.56%,,,635.810,-0.08,,
-0.57%,,,636.900,0.17,,
-1.14%,,,636.960,0.01,,
-0.57%,,,#N/A,#N/A,,
1.16%,,,632.180,#N/A,,
-1.14%,,,633.270,0.17,,
-1.16%,,,632.890,-0.06,,
-1.17%,,,631.870,-0.16,,
0.59%,,,631.910,0.01,,
-0.59%,,,628.370,-0.56,,
-0.59%,,,628.750,0.06,,
-0.60%,,,631.050,0.37,,
0.74%,,,631.810,0.12,,
1.05%,,,631.970,0.03,,
1.23%,,,632.310,0.05,,
0.58%,,,630.870,-0.23,,
-1.16%,,,628.820,-0.32,,
-0.58%,,,626.590,-0.35,,
-1.18%,,,625.130,-0.23,,
-1.19%,,,626.980,0.30,,
-1.20%,,,625.470,-0.24,,
-0.61%,,,628.620,0.50,,
1.03%,,,627.280,-0.21,,
-0.61%,,,626.280,-0.16,,
-1.22%,,,623.850,-0.39,,
-0.62%,,,625.380,0.25,,
0.77%,,,623.440,-0.31,,
-0.62%,,,618.460,-0.80,,
1.36%,,,620.510,0.33,,
0.64%,,,620.730,0.04,,
-0.61%,,,617.310,-0.55,,
0.50%,,,615.840,-0.24,,
0.46%,,,614.440,-0.23,,
-0.61%,,,613.810,-0.10,,
-1.22%,,,612.840,-0.16,,
0.70%,,,609.960,-0.47,,
-1.23%,,,612.670,0.44,,
1.10%,,,613.540,0.14,,
-0.61%,,,613.710,0.03,,
-1.24%,,,612.530,-0.19,,
-0.63%,,,609.060,-0.57,,
-1.26%,,,610.840,0.29,,
1.39%,,,612.520,0.28,,
-1.26%,,,613.600,0.18,,
-1.28%,,,611.480,-0.35,,
1.41%,,,613.600,0.35,,
2.42%,,,614.620,0.17,,
-0.62%,,,611.290,-0.54,,
-0.63%,,,610.560,-0.12,,
1.32%,,,612.220,0.27,,
-0.62%,,,611.610,-0.10,,
1.05%,,,613.110,0.25,,
-1.24%,,,611.430,-0.27,,
0.58%,,,612.690,0.21,,
1.72%,,,612.840,0.02,,
-1.23%,,,614.480,0.27,,
-1.24%,,,614.480,0.00,,
-0.63%,,,613.580,-0.15,,
1.81%,,,614.050,0.08,,
-1.24%,,,611.750,-0.37,,
-1.26%,,,609.570,-0.36,,
0.42%,,,612.770,0.52,,
0.35%,,,612.310,-0.08,,
1.62%,,,612.270,-0.01,,
-1.24%,,,615.490,0.53,,
0.58%,,,616.260,0.13,,
-0.63%,,,618.750,0.40,,
-0.88%,,,#N/A,#N/A,,
0.69%,,,618.800,#N/A,,
0.72%,,,619.340,0.09,,
-0.63%,,,616.880,-0.40,,
-1.26%,,,616.510,-0.06,,
0.70%,,,614.650,-0.30,,
0.63%,,,618.180,0.57,,
-1.26%,,,618.560,0.06,,
0.40%,,,619.030,0.08,,
-0.64%,,,619.510,0.08,,
-1.28%,,,617.670,-0.30,,
0.41%,,,617.760,0.01,,
-0.65%,,,618.190,0.07,,
-0.91%,,,619.730,0.25,,
0.63%,,,615.950,-0.61,,
-1.30%,,,612.310,-0.59,,
-1.32%,,,610.480,-0.30,,
0.94%,,,609.580,-0.15,,
1.16%,,,608.440,-0.19,,
0.63%,,,605.220,-0.53,,
0.43%,,,607.090,0.31,,
-0.65%,,,609.930,0.47,,
1.20%,,,611.190,0.21,,
-1.29%,,,607.470,-0.61,,
0.53%,,,608.100,0.10,,
0.60%,,,608.790,0.11,,
-0.65%,,,608.820,0.00,,
-0.65%,,,608.680,-0.02,,
-0.65%,,,607.880,-0.13,,
0.60%,,,607.040,-0.14,,
1.32%,,,609.740,0.44,,
-0.90%,,,610.860,0.18,,
1.80%,,,610.490,-0.06,,
2.71%,,,605.400,-0.83,,
0.53%,,,604.950,-0.07,,
0.98%,,,603.870,-0.18,,
0.45%,,,606.090,0.37,,
-1.22%,,,606.280,0.03,,
0.77%,,,606.370,0.01,,
-0.61%,,,608.890,0.42,,
0.79%,,,610.990,0.34,,
-1.23%,,,613.370,0.39,,
1.59%,,,613.540,0.03,,
-1.22%,,,620.510,1.14,,
0.65%,,,617.010,-0.56,,
-0.61%,,,618.330,0.21,,
-1.24%,,,615.060,-0.53,,
1.31%,,,613.450,-0.26,,
-1.24%,,,614.150,0.11,,
1.85%,,,610.440,-0.60,,
-0.61%,,,613.430,0.49,,
-1.24%,,,613.090,-0.06,,
1.13%,,,612.260,-0.14,,
-0.62%,,,612.680,0.07,,
0.62%,,,612.090,-0.10,,
0.85%,,,614.180,0.34,,
-1.23%,,,614.760,0.09,,
0.62%,,,614.300,-0.07,,
0.76%,,,615.075,0.13,,
-1.23%,,,612.930,-0.35,,
0.46%,,,612.460,-0.08,,
0.76%,,,612.220,-0.04,,
-0.61%,,,613.460,0.20,,
-1.23%,,,613.460,0.00,,
1.72%,,,616.870,0.56,,
-1.23%,,,615.980,-0.14,,
0.97%,,,616.430,0.07,,
-0.62%,,,616.480,0.01,,
0.62%,,,616.040,-0.07,,
0.42%,,,618.340,0.37,,
-0.86%,,,618.390,0.01,,
0.77%,,,619.580,0.19,,
1.09%,,,621.110,0.25,,
0.67%,,,620.370,-0.12,,
1.15%,,,620.500,0.02,,
-1.20%,,,622.180,0.27,,
0.56%,,,622.340,0.03,,
1.16%,,,623.820,0.24,,
-0.60%,,,622.470,-0.22,,
1.10%,,,621.920,-0.09,,
-0.59%,,,621.330,-0.09,,
0.52%,,,622.880,0.25,,
0.68%,,,619.450,-0.55,,
-0.59%,,,615.040,-0.71,,
-1.19%,,,617.950,0.47,,
0.45%,,,619.060,0.18,,
-0.60%,,,617.330,-0.28,,
0.98%,,,618.280,0.15,,
-1.19%,,,617.550,-0.12,,
-0.60%,,,618.810,0.20,,
-0.61%,,,616.380,-0.39,,
-1.22%,,,616.890,0.08,,
-1.24%,,,619.100,0.36,,
-0.63%,,,620.220,0.18,,
1.13%,,,618.040,-0.35,,
-0.62%,,,617.530,-0.08,,
0.55%,,,618.930,0.23,,
-0.62%,,,621.860,0.47,,
2.50%,,,619.510,-0.38,,
-0.86%,,,619.030,-0.08,,
-0.62%,,,620.990,0.32,,
-0.62%,,,621.340,0.06,,
-0.62%,,,621.470,0.02,,
-0.63%,,,624.480,0.48,,
0.35%,,,623.600,-0.14,,
0.58%,,,623.980,0.06,,
-0.63%,,,624.260,0.04,,
0.95%,,,624.010,-0.04,,
-0.62%,,,622.870,-0.18,,
1.43%,,,621.050,-0.29,,
-0.62%,,,621.750,0.11,,
-1.25%,,,621.900,0.02,,
-0.63%,,,621.520,-0.06,,
0.94%,,,621.690,0.03,,
-0.63%,,,618.320,-0.54,,
-0.63%,,,618.530,0.03,,
0.48%,,,620.140,0.26,,
-0.63%,,,616.900,-0.52,,
2.14%,,,618.250,0.22,,
-1.25%,,,616.630,-0.26,,
0.56%,,,619.370,0.44,,
-0.63%,,,620.120,0.12,,
1.00%,,,619.030,-0.18,,
-1.26%,,,619.340,0.05,,
-0.64%,,,616.200,-0.51,,
1.15%,,,613.980,-0.36,,
0.47%,,,615.630,0.27,,
-1.26%,,,616.190,0.09,,
2.92%,,,615.780,-0.07,,
-1.24%,,,614.620,-0.19,,
1.79%,,,616.760,0.35,,
-1.23%,,,617.260,0.08,,
0.60%,,,617.060,-0.03,,
0.65%,,,617.170,0.02,,
-1.23%,,,615.190,-0.32,,
0.41%,,,617.170,0.32,,
1.65%,,,611.630,-0.90,,
-1.22%,,,609.510,-0.35,,
-0.62%,,,606.570,-0.48,,
-0.62%,,,606.740,0.03,,
2.81%,,,608.750,0.33,,
-0.61%,,,607.560,-0.20,,
-0.61%,,,611.140,0.59,,
1.82%,,,610.680,-0.08,,
-0.85%,,,609.700,-0.16,,
0.75%,,,610.550,0.14,,
0.53%,,,608.800,-0.29,,
0.80%,,,608.580,-0.04,,
-1.20%,,,606.560,-0.33,,
-1.21%,,,606.550,0.00,,
1.22%,,,606.960,0.07,,
-0.61%,,,609.500,0.42,,
0.66%,,,607.770,-0.28,,
-0.61%,,,609.670,0.31,,
-0.85%,,,609.340,-0.05,,
0.59%,,,607.130,-0.36,,
0.54%,,,605.420,-0.28,,
-1.21%,,,605.920,0.08,,
2.18%,,,603.220,-0.45,,
-0.84%,,,604.930,0.28,,
1.07%,,,605.470,0.09,,
0.45%,,,606.800,0.22,,
-0.60%,,,607.110,0.05,,
2.01%,,,609.170,0.34,,
-0.59%,,,609.340,0.03,,
-0.59%,,,609.650,0.05,,
-0.60%,,,609.700,0.01,,
1.05%,,,606.890,-0.46,,
1.19%,,,608.970,0.34,,
-0.59%,,,608.840,-0.02,,
1.74%,,,608.940,0.02,,
0.58%,,,609.400,0.08,,
-0.58%,,,609.460,0.01,,
-0.81%,,,609.970,0.08,,
0.49%,,,610.500,0.09,,
-1.16%,,,610.050,-0.07,,
-1.18%,,,608.900,-0.19,,
0.47%,,,609.900,0.16,,
0.68%,,,609.510,-0.06,,
-0.59%,,,612.390,0.47,,
0.76%,,,616.900,0.74,,
-1.18%,,,616.950,0.01,,
0.89%,,,618.170,0.20,,
-0.59%,,,618.500,0.05,,
0.73%,,,618.550,0.01,,
-1.18%,,,619.290,0.12,,
0.81%,,,619.890,0.10,,
-0.59%,,,620.180,0.05,,
-1.19%,,,620.130,-0.01,,
0.47%,,,622.060,0.31,,
-1.20%,,,624.970,0.47,,
0.69%,,,628.730,0.60,,
-0.60%,,,625.940,-0.44,,
-0.61%,,,624.490,-0.23,,
0.49%,,,626.200,0.27,,
1.21%,,,#N/A,#N/A,,
0.86%,,,623.130,#N/A,,
0.89%,,,623.670,0.09,,
0.52%,,,623.050,-0.10,,
2.34%,,,624.900,0.30,,
-1.15%,,,#N/A,#N/A,,
-0.58%,,,627.660,#N/A,,
0.97%,,,632.130,0.71,,
0.55%,,,627.190,-0.78,,
-0.57%,,,627.730,0.09,,
0.71%,,,627.430,-0.05,,
0.39%,,,627.350,-0.01,,
0.79%,,,626.550,-0.13,,
0.46%,,,627.910,0.22,,
-1.13%,,,626.220,-0.27,,
0.84%,,,626.150,-0.01,,
0.44%,,,626.600,0.07,,
0.82%,,,627.210,0.10,,
0.38%,,,627.880,0.11,,
-0.56%,,,628.060,0.03,,
-0.56%,,,631.340,0.52,,
-0.56%,,,631.770,0.07,,
0.98%,,,634.280,0.40,,
-0.56%,,,633.060,-0.19,,
0.78%,,,633.740,0.11,,
-1.12%,,,634.980,0.20,,
-1.13%,,,635.000,0.00,,
-0.57%,,,639.440,0.70,,
-0.58%,,,637.830,-0.25,,
0.49%,,,637.090,-0.12,,
0.79%,,,638.950,0.29,,
0.76%,,,639.240,0.05,,
-1.13%,,,641.030,0.28,,
-1.15%,,,641.460,0.07,,
-1.16%,,,640.820,-0.10,,
0.46%,,,639.420,-0.22,,
0.91%,,,638.990,-0.07,,
-1.16%,,,640.170,0.18,,
-0.59%,,,640.140,0.00,,
-0.59%,,,640.310,0.03,,
-1.19%,,,640.500,0.03,,
1.31%,,,639.870,-0.10,,
0.65%,,,636.780,-0.48,,
-0.59%,,,638.490,0.27,,
-1.18%,,,638.260,-0.04,,
0.88%,,,639.710,0.23,,
-0.59%,,,635.690,-0.63,,
1.08%,,,635.390,-0.05,,
0.70%,,,633.990,-0.22,,
0.61%,,,635.560,0.25,,
-0.82%,,,635.730,0.03,,
0.67%,,,636.740,0.16,,
0.69%,,,639.570,0.44,,
-0.58%,,,639.930,0.06,,
0.66%,,,638.730,-0.19,,
0.58%,,,642.030,0.52,,
1.48%,,,641.260,-0.12,,
-0.57%,,,639.550,-0.27,,
0.50%,,,641.650,0.33,,
0.48%,,,642.270,0.10,,
1.44%,,,641.090,-0.18,,
-1.12%,,,644.820,0.58,,
-1.13%,,,645.980,0.18,,
1.46%,,,651.510,0.86,,
0.54%,,,653.270,0.27,,
-0.56%,,,654.440,0.18,,
1.28%,,,656.750,0.35,,
-0.56%,,,656.550,-0.03,,
-0.56%,,,655.960,-0.09,,
0.95%,,,656.020,0.01,,
1.48%,,,651.630,-0.67,,
-0.55%,,,652.320,0.11,,
1.36%,,,650.180,-0.33,,
0.72%,,,650.850,0.10,,
-0.54%,,,651.720,0.13,,
-1.09%,,,651.030,-0.11,,
0.91%,,,652.410,0.21,,
-0.54%,,,653.720,0.20,,
-0.55%,,,651.840,-0.29,,
0.61%,,,649.790,-0.31,,
1.14%,,,651.490,0.26,,
1.65%,,,649.250,-0.34,,
-1.06%,,,649.150,-0.02,,
0.61%,,,651.470,0.36,,
0.58%,,,#N/A,#N/A,,
-0.53%,,,648.750,#N/A,,
-0.75%,,,650.080,0.21,,
0.49%,,,652.960,0.44,,
0.37%,,,652.360,-0.09,,
0.96%,,,654.050,0.26,,
1.66%,,,651.610,-0.37,,
-0.52%,,,652.870,0.19,,
-1.04%,,,653.630,0.12,,
-0.53%,,,650.280,-0.51,,
-0.53%,,,651.360,0.17,,
0.32%,,,652.760,0.21,,
-0.53%,,,655.090,0.36,,
-0.53%,,,653.030,-0.31,,
-0.54%,,,653.110,0.01,,
0.49%,,,653.060,-0.01,,
-0.54%,,,654.230,0.18,,
-0.54%,,,653.790,-0.07,,
1.96%,,,656.490,0.41,,
-0.53%,,,655.770,-0.11,,
1.74%,,,656.960,0.18,,
-0.53%,,,655.990,-0.15,,
-1.06%,,,655.050,-0.14,,
0.63%,,,656.720,0.25,,
0.49%,,,661.700,0.76,,
0.41%,,,660.190,-0.23,,
-1.05%,,,660.370,0.03,,
0.53%,,,663.570,0.48,,
-0.53%,,,664.600,0.16,,
-0.53%,,,666.790,0.33,,
-0.54%,,,671.050,0.64,,
-0.54%,,,673.450,0.36,,
1.34%,,,670.230,-0.48,,
-0.53%,,,668.750,-0.22,,
0.64%,,,669.820,0.16,,
0.47%,,,674.190,0.65,,
-1.06%,,,671.630,-0.38,,
-1.07%,,,672.350,0.11,,
1.51%,,,672.440,0.01,,
-0.53%,,,674.490,0.30,,
0.51%,,,674.920,0.06,,
-0.53%,,,676.300,0.20,,
1.17%,,,679.090,0.41,,
-1.06%,,,680.890,0.27,,
0.56%,,,683.950,0.45,,
0.42%,,,681.580,-0.35,,
0.51%,,,685.040,0.51,,
0.77%,,,682.180,-0.42,,
1.06%,,,682.720,0.08,,
-1.04%,,,686.920,0.62,,
0.65%,,,687.750,0.12,,
-0.52%,,,687.870,0.02,,
0.99%,,,686.790,-0.16,,
-0.52%,,,690.080,0.48,,
0.52%,,,692.520,0.35,,
0.46%,,,692.580,0.01,,
-0.52%,,,686.420,-0.89,,
-1.04%,,,687.840,0.21,,
1.30%,,,686.180,-0.24,,
-1.04%,,,685.140,-0.15,,
-1.05%,,,680.790,-0.63,,
0.38%,,,681.840,0.15,,
-0.53%,,,683.010,0.17,,
0.86%,,,681.550,-0.21,,
-0.53%,,,685.820,0.63,,
0.65%,,,686.550,0.11,,
-1.05%,,,686.490,-0.01,,
1.11%,,,687.100,0.09,,
-0.73%,,,685.700,-0.20,,
1.10%,,,688.190,0.36,,
-1.04%,,,686.660,-0.22,,
-1.06%,,,687.070,0.06,,
-0.53%,,,688.400,0.19,,
0.79%,,,687.940,-0.07,,
-0.53%,,,690.300,0.34,,
0.58%,,,697.060,0.98,,
-0.53%,,,697.460,0.06,,
0.35%,,,701.010,0.51,,
0.71%,,,701.420,0.06,,
-0.53%,,,704.910,0.50,,
0.49%,,,704.990,0.01,,
-0.53%,,,704.220,-0.11,,
-0.53%,,,711.310,1.01,,
0.37%,,,710.720,-0.08,,
1.63%,,,717.550,0.96,,
0.38%,,,720.870,0.46,,
-0.52%,,,720.610,-0.04,,
-0.53%,,,716.070,-0.63,,
0.48%,,,719.970,0.54,,
-0.53%,,,719.810,-0.02,,
0.75%,,,717.540,-0.32,,
-0.52%,,,722.970,0.76,,
0.63%,,,721.510,-0.20,,
1.99%,,,726.760,0.73,,
-0.51%,,,728.290,0.21,,
-0.72%,,,724.860,-0.47,,
0.46%,,,725.850,0.14,,
2.29%,,,725.850,0.00,,
-1.01%,,,725.970,0.02,,
-0.51%,,,727.140,0.16,,
-0.51%,,,727.210,0.01,,
0.42%,,,719.280,-1.09,,
-1.03%,,,721.900,0.36,,
1.23%,,,716.030,-0.81,,
1.17%,,,709.710,-0.88,,
0.72%,,,708.090,-0.23,,
1.02%,,,704.500,-0.51,,
0.31%,,,695.780,-1.24,,
-0.50%,,,700.780,0.72,,
-0.50%,,,702.720,0.28,,
1.10%,,,706.050,0.47,,
-0.50%,,,708.460,0.34,,
0.51%,,,710.520,0.29,,
-0.50%,,,713.240,0.38,,
0.42%,,,718.300,0.71,,
0.33%,,,711.160,-0.99,,
-0.69%,,,715.250,0.58,,
0.50%,,,715.490,0.03,,
-0.50%,,,715.690,0.03,,
1.23%,,,717.760,0.29,,
-0.49%,,,718.350,0.08,,
-0.50%,,,721.890,0.49,,
-0.50%,,,724.060,0.30,,
-1.00%,,,722.160,-0.26,,
1.82%,,,721.620,-0.07,,
1.88%,,,719.110,-0.35,,
-0.97%,,,714.870,-0.59,,
-0.49%,,,711.080,-0.53,,
0.61%,,,711.260,0.03,,
0.31%,,,710.840,-0.06,,
-0.49%,,,713.270,0.34,,
-0.49%,,,713.130,-0.02,,
0.61%,,,713.890,0.11,,
-0.49%,,,711.280,-0.37,,
-0.49%,,,714.120,0.40,,
-0.50%,,,714.060,-0.01,,
-0.50%,,,714.280,0.03,,
0.46%,,,712.000,-0.32,,
0.40%,,,708.420,-0.50,,
-0.50%,,,709.230,0.11,,
0.96%,,,711.090,0.26,,
0.34%,,,717.270,0.87,,
-0.49%,,,715.160,-0.29,,
-0.50%,,,711.040,-0.58,,
-1.00%,,,706.700,-0.61,,
-1.01%,,,711.000,0.61,,
-0.51%,,,703.930,-0.99,,
0.78%,,,703.550,-0.05,,
-0.51%,,,703.730,0.03,,
-0.51%,,,705.810,0.30,,
-1.02%,,,707.610,0.26,,
-1.04%,,,711.190,0.51,,
0.52%,,,710.010,-0.17,,
-0.52%,,,711.960,0.27,,
0.67%,,,713.910,0.27,,
-1.04%,,,716.360,0.34,,
0.52%,,,713.390,-0.41,,
1.34%,,,713.970,0.08,,
-0.52%,,,715.870,0.27,,
-0.52%,,,718.550,0.37,,
-1.04%,,,718.530,0.00,,
-0.53%,,,#N/A,#N/A,,
-1.06%,,,717.730,#N/A,,
-0.53%,,,717.790,0.01,,
-0.75%,,,712.020,-0.80,,
